,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),skills,name
555,0,0,0,0,"Canva, Content Writing, Digital Marketing, MS-Excel, MS-Office, MS-Word, Video Editing, Animation, Business Analysis, C Programming, C++ Programming, HR Analytics",613
556,3,1,0,1,"Python, C++ Programming, Data Science, Java, Artificial Intelligence, Deep Learning, Machine Learning",614
557,2,2,0,0,"Data Analytics, MS-Excel, Machine Learning, Python, SQL",615
558,2,0,0,0,"C Programming, C++ Programming, Amazon Web Server (AWS), Blockchain, Database Management System (DBMS), DevOps, Flutter, Internet of Things (IoT), Java, Python",616
559,3,3,2,3,"C++ Programming, Computer Vision, Data Analytics, Deep Learning, Machine Learning, Python, SQL, Data Science, Docker, Flask, Git, MATLAB, Manual Testing, Natural Language Processing (NLP), PostgreSQL",617
560,3,3,2,3,"Computer Vision, Deep Learning, English Proficiency (Written), Machine Learning, Python, Artificial Intelligence, Data Analytics, Data Science, Data Structures, Natural Language Processing (NLP), SQL, Statistics",619
561,2,1,0,0,"CSS, Data Analytics, HTML, MS-Excel, Python, SQL, Django, Java, JavaScript, Machine Learning, REST API",620
562,3,3,0,3,"Android, Computer Vision, Data Analytics, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Event Management, MS-Excel, Machine Learning, Neural Networks, OpenCV, Python, C++ Programming, Data Science, Firebase, Firebase Cloud Messaging, Flutter, Jira, Microsoft Project, Product Management, UI & UX Design",621
563,2,2,1,1,"C Programming, Digital Signal Processing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Neural Networks, Python, Adobe Photoshop, C++ Programming, Computer Vision, Data Science, Deep Learning, GNU Octave, Image Processing, MATLAB, Natural Language Processing (NLP)",622
564,2,0,0,0,"C Programming, C++ Programming, MS-PowerPoint, Mathematics, MySQL, Python, Data Science",623
565,2,0,0,0,"Python, C++ Programming",625
566,2,2,1,2,"HTML, Adobe Photoshop, Algorithms, Artificial intelligence, CSS, Deep Learning, JavaScript, MS SQL Server, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, MySQL, Neural Networks, Photography, Python, Video Editing, C Programming, Django, MATLAB, MongoDB, Natural Language Processing (NLP), R Programming",626
567,3,2,0,2,"Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Python, Statistics, Deep Learning, MS-Excel, Machine Learning, Power BI, SQL",627
568,2,1,0,0,"SQL, Data Analytics, Gitlab, MS SQL Server, MS-Excel, Power BI, Python, Tableau, Data Science, Machine Learning",628
569,2,2,0,0,"ArcGIS, C++ Programming, Computer Vision, Data Analytics, MS-Excel, Machine Learning, OpenCV, Python, Economics, Power BI, SQL",629
570,2,2,0,0,"MS-Office, Data Analytics, Data Science, MS-Excel, Machine Learning, Python, Statistics, Power BI, SQLite",630
571,2,0,0,0,"HTML, C Programming, CSS, Figma, Git, Python, SQL, Amazon Web Services (AWS), C++ Programming, Flask, MongoDB, Node.js, Postman",631
572,2,2,2,2,"Data Science, Database Management System (DBMS), Deep Learning, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, SQL, Statistics",632
573,2,0,0,0,"Python, SQL, WordPress, C Programming, C++ Programming, Java",633
574,3,2,1,2,"C Programming, LaTeX, Neural Networks, Python, Computer Vision, Data Structures, Deep Learning, Git, Image Processing, MATLAB, Machine Learning, OpenCV, SQL, Data Science, Docker, Flask, Natural Language Processing (NLP), REST API",634
575,2,2,2,2,"Data Analytics, Computer Vision, Data Science, Deep Learning, MS-Excel, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, Python, R Programming, SQL, Statistics, Tableau, .NET, Amazon Web Services (AWS), Image Processing, OpenCV, Power BI",635
576,2,2,2,2,"Data Analytics, Data Science, Deep Learning, Flask, Java, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL",636
577,0,2,0,0,"Git, GitHub, Machine Learning, Adobe Photoshop Lightroom CC, Computer Vision, Django, Flask",637
578,2,2,0,1,"Artificial Intelligence, C Programming, Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Java, Machine Learning, Python, SQL, Blogging, Database Management System (DBMS), Deep Learning, Search Engine Optimization (SEO)",638
579,3,0,0,0,"C Programming, C++ Programming, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Python, Data Structures, HTML, MATLAB, R Programming, SQL",639
580,2,1,0,0,"English Proficiency (Written), Python, Bootstrap, CSS, Docker, Express.js, HTML, JavaScript, Machine Learning, Microsoft Azure, MongoDB, Node.js",640
581,3,3,2,3,"Data Analytics, Deep Learning, Machine Learning, Python, Artificial intelligence, Business Analysis, Data Science, Java, Natural Language Processing (NLP), NoSQL, Power BI, R Programming, SQL, SAS",641
582,2,2,1,0,"MS-Excel, Business Analysis, Data Analytics, Data Science, Machine Learning, Python, SQL, Tableau, Natural Language Processing (NLP)",642
583,2,2,0,1,"CSS, HTML, C Programming, C++ Programming, Image Processing, MATLAB, Machine Learning, MySQL, Python, ReactJS, Tailwind CSS, Computer Vision, Deep Learning, MS-Excel, PHP",643
584,3,2,1,0,"MySQL, Python, Flask, Java, MS-Excel, Machine Learning, SQL, Tableau, Natural Language Processing (NLP)",644
585,3,0,0,0,"BIG DATA ANALYTICS, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Python, C++ Programming, Data Science, Hadoop, SQL, MATLAB",645
586,1,1,0,0,"C++ Programming, Data Science, Google Analytics, Machine Learning, Python, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Statistics",646
587,2,0,0,0,"CSS, HTML, C++ Programming, Dart, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Figma, Python, Adobe Photoshop, Database Management System (DBMS), Flutter, MySQL",647
588,1,1,0,1,"C Programming, C++ Programming, CSS, HTML, Data Science, Deep Learning, JavaScript, Machine Learning, PHP, Python, SQL",648
589,0,0,0,0,"Bootstrap, C++ Programming, CSS, Express.js, GitHub, HTML, JavaScript, ReactJS, jQuery, Amazon Web Services (AWS), CCNA, Git, Google Cloud Computing, Java, MATLAB, MS-Office, MongoDB, MySQL, Node.js, Software Testing, Tailwind CSS, Vue Js, WordPress, web3.js, Amazon Web Server (AWS), AngularJS, PHP, Shell Scripting",649
590,2,2,0,0,"Artificial intelligence, C++ Programming, Cloud Computing, Data Analytics, Machine Learning, MySQL, Python, REST API",650
591,2,0,0,0,"Data Structures, Python, Database Management System (DBMS), Java",651
592,1,1,1,1,"MS-Excel, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, SQL, Selenium",652
593,2,2,2,2,"Artificial intelligence, Data Analytics, Data Science, Deep Learning, Docker, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL",653
594,2,2,0,2,"Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, Machine Learning, Neural Networks, OpenCV, Python, SQL",654
595,1,2,1,0,"Computer Vision, Data Science, Data Structures, Java, MS-Excel, Machine Learning, SQL, Data Analytics, Natural Language Processing (NLP), Python",656
596,3,2,2,2,"Data Science, MS-Excel, Python, R Programming, C Programming, Computer Vision, Data Analytics, Database Management System (DBMS), Deep Learning, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, SQL, Financial Modeling",657
597,2,2,0,0,"Git, Java, JavaScript, Machine Learning, Python, SQL",658
598,3,0,0,0,"Data Science, Python, C++ Programming, Cloud Computing, SQL",659
599,1,1,0,0,"Adobe Photoshop, Data Science, Digital Marketing, English Proficiency (Written), MS-Excel, MS-Word, Artificial intelligence, Machine Learning, Python",660
600,1,0,0,0,"C++ Programming, English Proficiency (Spoken), Python",661
601,2,2,0,2,"R Programming, C++ Programming, CSS, Computer Vision, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, HTML, Java, JavaScript, Machine Learning, MySQL, Neural Networks, PHP, Python",662
602,2,2,1,1,"Arduino, CSS, Data Science, Data Structures, Embedded Systems, HTML, Internet of Things (IoT), Java, MEAN/MERN Stack, Machine Learning, MySQL, Postman, Python, REST API, ReactJS, SQL, Bootstrap, Deep Learning, Flask, Git, GitHub, JavaScript, MS-Excel, MongoDB, Natural Language Processing (NLP), Node.js, PCB Design, Redux",663
603,2,2,0,2,"Data Analytics, Deep Learning, MATLAB, Machine Learning, Python",664
604,2,0,0,0,"English Proficiency (Spoken), MS-Word, Online Teaching, Blogging, British English, Client Interaction, Computer Networks, Copywriting, Creative Writing, English Proficiency (Written), HTML, MS-Excel, Mathematics, Python, Subject Matter Expert (SME), Transcription, Translation, C Programming, C++ Programming, CSS, Data Science, Java, JavaScript, PHP, Teaching",665
605,2,1,0,1,"CSS, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-PowerPoint, Python, Teaching, Apache, Bootstrap, Data Science, Database Management System (DBMS), Deep Learning, Design Thinking, Java, JavaScript, Machine Learning, MySQL, PHP, SQL",666
606,3,1,1,2,"C Programming, English Proficiency (Written), Python, .NET, Algorithms, CSS, Computer Vision, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), Java, JavaScript, MATLAB, R Programming, Artificial Intelligence, HTML, Machine Learning, Natural Language Processing (NLP), Neural Networks",667
607,2,0,0,0,"Python, SQL",668
608,1,1,0,0,"Translation, Machine Learning, Model View Controller(MVC), Python",670
609,2,0,0,0,"Embedded Systems, PLC SCADA, Plc Programming, Python, SQL, Blockchain, C Programming, HTML, Internet of Things (IoT), Java",671
610,2,2,0,1,"English Proficiency (Written), ArcGIS, Artificial intelligence, C Programming, C++ Programming, Data Analytics, Data Science, Database Management System (DBMS), Java, Machine Learning, MongoDB, Neural Networks, Python, SQL, Deep Learning, GNU Octave, Image Processing, MySQL, NoSQL, R Programming, Video Editing",672
611,2,1,0,1,"Java, Python, Deep Learning, Machine Learning",673
612,2,2,0,0,"C Programming, Data Analytics, Data Science, Java, JavaScript, Machine Learning, Node.js, Python, ReactJS, BIG DATA ANALYTICS, Django, Neural Networks, PHP",674
613,3,3,2,3,"Data Analytics, Data Science, Deep Learning, JavaScript, Machine Learning, Power BI, Python, SQL, .NET, Artificial Intelligence, Computer Vision, Django, Natural Language Processing (NLP), R Programming",675
614,1,2,0,0,"C++ Programming, HTML, Java, Machine Learning, MySQL, CSS, JavaScript, Python",676
615,0,0,0,0,"CSS, HTML, AJAX, ASP.NET, C#.NET, JavaScript, SQL, AngularJS, Bootstrap, Node.js, ReactJS",677
616,2,2,0,2,"Creative Writing, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Python, SQL, Computer Vision, Data Structures, English Proficiency (Spoken), Image Processing, MySQL, Neural Networks, OpenCV, Tableau",679
617,2,2,0,2,"MS-Excel, MS-Office, Deep Learning, Machine Learning, Power BI, Python, R Programming, SQL, Tableau, Database Management System (DBMS)",680
618,0,0,0,0,"MS-Word, CSS, HTML, JavaScript, MS-Excel, MS-PowerPoint",681
619,1,0,0,0,"CSS, HTML, Java, JavaScript, PHP, Python",682
620,0,0,0,0,"C++ Programming, CSS, Creative Writing, English Proficiency (Written), HTML, JavaScript",683
621,3,3,0,0,"Golang, Java, Machine Learning, Python, Data Analytics, PostgreSQL",685
622,2,2,0,0,"MS-Excel, Data Analytics, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, SQL, Statistics, Tableau",686
623,0,0,0,0,"SQL, C Programming, HTML, Java, MySQL",688
624,2,2,0,2,"Effective Communication, Artificial Intelligence, Deep Learning, Machine Learning, Python, Power BI",689
625,2,2,1,1,"English Proficiency (Spoken), English Proficiency (Written), HTML, Business Research, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Java, JavaScript, MS-Excel, Machine Learning, Python, ReactJS, SQL, Tableau, Deep Learning, Flutter, Hadoop, Linux, MongoDB, Natural Language Processing (NLP)",690
626,2,1,0,1,"Arduino, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word, C Programming, C++ Programming, Internet of Things (IoT), Python, SQL, Data Analytics, Data Science, Deep Learning, Embedded Systems, Machine Learning, Power BI, Robotics",691
627,2,2,0,0,"MS-Excel, Data Analytics, Database Management System (DBMS), Machine Learning, Python, SQL, Statistics, Tableau",692
628,2,2,0,1,"Algorithms, Data Structures, Computer Vision, Django, FastAPI, Figma, Firebase, Machine Learning, OpenCV, PostgreSQL, Python, Artificial Intelligence, Data Analytics, Data Science, Deep Learning",693
629,2,2,2,2,"Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, SQL",695
630,2,2,0,0,"C Programming, Data Science, Machine Learning, Python, Flutter, MySQL",696
631,2,2,0,2,"Data Analytics, Deep Learning, Machine Learning, MySQL, Python, Power BI, Tableau",697
632,3,1,0,0,"Data Analytics, MS-Excel, Power BI, Python, SQL, Data Science, Tableau, Machine Learning",698
633,3,3,0,0,"Data Science, Interpersonal Skills, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Neural Networks, Python, SPSS, SQL, Adobe Photoshop, Data Structures, Power BI, Tableau, PostgreSQL, Search Engine Optimization (SEO)",699
634,2,2,2,2,"Amazon Web Server (AWS), BIG DATA ANALYTICS, English Proficiency (Written), MS-PowerPoint, MS-Word, MySQL, Neural Networks, Artificial Intelligence, Cloud Computing, Computer Vision, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), GitHub, Hadoop, Java, Linux, MS-Excel, MS-Office, Machine Learning, Natural Language Processing (NLP), Python, R Programming, Research and Analytics, SQL, Statistics, Tableau, Data Structures, Power BI",700
635,2,3,1,0,"Machine Learning, Power BI, Python, SQL, Natural Language Processing (NLP)",701
636,2,1,0,1,"Data Analytics, Data Science, Python, SQL, Apache Kafka, Deep Learning, MS-Excel, Machine Learning, ReactJS",702
637,2,1,0,1,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Java, MS-Office, MS-PowerPoint, MySQL, NoSQL, Python, R Programming, Artificial intelligence, Computer Vision, Data Analytics, Data Science, Deep Learning, Docker, Hadoop, JavaScript, Machine Learning, MongoDB, SQL, Statistical Modeling, Tableau",703
638,2,0,0,0,"HTML, C Programming, C++ Programming, CSS, Git, MySQL, Node.js, Python, ReactJS, Express.js, Figma, MongoDB",704
639,1,1,0,0,"C Programming, C++ Programming, Computer Vision, Machine Learning, Project Management, Python, User Interface (UI) Development",705
640,3,3,0,0,"Business Analysis, Data Analytics, Data Science, MS-Excel, Machine Learning, Python, SQL, Tableau",706
641,3,2,2,3,"Adobe Photoshop, CSS, Data Analytics, Deep Learning, English Proficiency (Written), HTML, Java, MS-Excel, MySQL, NoSQL, Python, SQL, Tableau, Algorithms, Artificial Intelligence, BIG DATA ANALYTICS, C Programming, C++ Programming, Computer Vision, Creative Writing, Data Science, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), Linear Programming, MS-Office, Machine Learning, Mathematics, Natural Language Processing (NLP), Neural Networks, Parallel Thinking, Power BI",708
642,2,2,0,0,"Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, MySQL, Power BI, Python, SQL, Statistics",710
643,2,2,0,0,"Data Analytics, Database Management System (DBMS), Machine Learning, MySQL, Python, WordPress, Data Science, Data Structures",711
644,2,0,0,0,"MS-PowerPoint, C Programming, MATLAB, MS-Excel, MS-Office, Python, SQL, VHDL, HTML, Tableau",712
645,0,0,0,0,"American English, Business Analysis, Business Research, English Proficiency (Spoken)",713
646,3,3,0,2,"Database Management System (DBMS), MS-Excel, Machine Learning, Python, SQL, Artificial Intelligence, Deep Learning, Statistical Modeling, Cloud Computing",714
647,1,1,0,0,"C Programming, C++ Programming, Data Structures, Java, CSS, Data Science, HTML, JavaScript, Machine Learning, MySQL, Python",715
648,0,0,0,0,"C++ Programming, English Proficiency (Spoken), HTML, MS-Excel, MS-Word",716
649,2,0,0,0,"CSS, Django, HTML, JavaScript, MongoDB, Python, WordPress, Adobe Audition, Arabic Proficiency (Spoken), Dietetics/Nutrition, Firebase, GIMP, Gazebo, HelioScope, Japanese Proficiency (Spoken), Java, Marathi Proficiency(Spoken), MySQL, Power BI, REST API, ReactJS, Search Engine Optimization (SEO), Tableau, Tailwind CSS, YouTube Ads",717
650,3,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Python, HTML, Java, Machine Learning",718
651,0,0,0,0,"C++ Programming, Java",720
652,3,2,2,2,"Data Structures, Database Management System (DBMS), Python, SQL, Cloud Computing, Computer Vision, Data Analytics, Data Science, Deep Learning, Django, HTML, Machine Learning, Natural Language Processing (NLP), Neural Networks, Shell Scripting",721
653,2,0,0,0,"C Programming, C++ Programming, Python, Cloud Computing",722
654,2,2,1,1,"Data Science, Machine Learning, MySQL, Python, SQL, Data Analytics, Deep Learning, GitHub, Natural Language Processing (NLP), Neural Networks",723
655,2,2,0,2,"Algorithms, Artificial Intelligence, C++ Programming, CI/CD, Cloud Firestore, Computer Networks, Computer Vision, Database Management System (DBMS), Deep Learning, Firebase, GitHub, Image Processing, MS-Excel, Machine Learning, Neural Networks, Power BI, Python, SQL, VS Code, XML",724
656,0,0,0,0,MS-Excel,725
657,2,2,0,2,"C Programming, C++ Programming, Computer Vision, Creative Writing, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Image Processing, MS-Excel, MS-Word, Machine Learning, Mathematics, Neural Networks, Python, Research and Analytics",726
658,2,2,2,2,"Data Analytics, MS-Excel, SQL, Data Science, Data Structures, Deep Learning, Machine Learning, MongoDB, Natural Language Processing (NLP), Python, Tableau, Java",727
659,3,3,2,3,"Deep Learning, MATLAB, Machine Learning, Python, Arduino, Artificial Intelligence, C++ Programming, Computer Networks, Data Structures, Database Management System (DBMS), Hadoop, Image Processing, MongoDB, Natural Language Processing (NLP), PostgreSQL, Raspberry Pi, Java",728
660,2,2,0,1,"Data Analytics, Data Science, English Proficiency (Spoken), Google Analytics, MS-Excel, Machine Learning, Python, SQL, Tableau, Computer Vision, Deep Learning",729
661,3,1,1,2,"Data Structures, Java, LARAVEL, Python, REST API, Spring MVC, C Programming, Deep Learning, MongoDB, SQL, Data Analytics, Django, Machine Learning, Natural Language Processing (NLP), OpenCV, Power BI",730
662,2,2,0,1,"Algorithms, C++ Programming, Data Structures, HTML, JavaScript, Machine Learning, Python, CSS, Deep Learning, Node.js, SQL",732
663,0,0,0,0,"Business Analysis, Data Science, Data Analytics, MS-Excel, Research and Analytics",733
664,2,2,2,2,"Neural Networks, Android, C++ Programming, Data Analytics, Data Science, Deep Learning, GitHub, Java, Machine Learning, MySQL, Natural Language Processing (NLP), Python, SQL, Django, Kotlin, MS-Excel, UI & UX Design",734
665,3,3,3,2,"C Programming, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Android, C++ Programming, Computer Vision, Deep Learning, Image Processing, Java, OpenCV, SQL, Unity 3D",735
666,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), SQL, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Power BI, Python, R Programming, Research and Analytics, Statistics, Tableau, Hadoop",737
667,3,2,0,0,"Data Analytics, Linear Programming, MS-Word, Power BI, Python, SQL, Statistical Modeling, Statistics, AutoCAD, C++ Programming, Database Management System (DBMS), Java, MS-Excel, MS-PowerPoint, Machine Learning, STAAD.Pro, SolidWorks, MATLAB",738
668,2,3,2,1,"Machine Learning, Algorithms, Artificial intelligence, Business Analysis, Data Analytics, Data Science, MongoDB, Natural Language Processing (NLP), Power BI, Python, SQL, Data Structures, Deep Learning, Financial Modeling, GitHub, Google Suite (G Suite), MATLAB, MySQL, NoSQL, R Programming, Statistical Modeling, Tableau",739
669,2,2,0,0,"Data Science, Machine Learning, Python, Data Analytics, JavaScript, MongoDB, Node.js, ReactJS",740
670,1,1,0,1,"Ethical Hacking, Git, Git Bash, GitHub, HTML, Java, MS-Excel, MySQL, SQL, Cloud Computing, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Django, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, Python, Spring MVC",741
671,2,2,0,2,"C Programming, C++ Programming, Computer Vision, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Image Processing, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Mathematics, Neural Networks, OpenCV, Python, Research and Analytics, Statistics",742
672,2,2,2,0,"Email Marketing, MS-Excel, Power BI, Video Editing, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, Market Research, Natural Language Processing (NLP), Project Management, Python, SQL, Statistics, Tableau",743
673,2,1,0,0,"MS-Excel, OpenCV, Power BI, Python, SQL, Content Writing, Docker, Machine Learning",744
674,2,2,0,0,"JavaScript, ReactJS, Data Science, Machine Learning, Python, SQL",745
675,2,1,0,1,"Mathematics, MySQL, Python, C Programming, C++ Programming, Data Analytics, Data Science, Deep Learning, Kubernetes, Linux, MS-Excel, Machine Learning, Power BI",746
676,2,2,0,2,"CSS, HTML, Computer Vision, Data Science, Deep Learning, Express.js, JavaScript, MEAN/MERN Stack, Machine Learning, MongoDB, Node.js, Python, ReactJS, Django",747
677,0,2,0,0,"Canva, Data Structures, Database Management System (DBMS), GitHub, Internet of Things (IoT), MS-Excel, MS-Office, MS-PowerPoint, Amazon Web Services (AWS), CSS, Git Bash, HTML, Machine Learning, ReactJS, SQL, WordPress, Bash, JavaScript",748
678,2,1,1,2,"HTML, Bootstrap, C Programming, C++ Programming, CSS, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Express.js, Java, JavaScript, MySQL, Neural Networks, Node.js, Python, SQL, Data Science, Machine Learning, Natural Language Processing (NLP), PHP, jQuery",749
679,2,1,0,0,"C Programming, JavaScript, PHP, Python, Machine Learning, SQL",750
680,2,2,0,0,"C++ Programming, CSS, Java, Golang, HTML, Machine Learning, PHP, Python, WordPress",751
681,2,0,0,0,"English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency(Written), Data Structures, Python",752
682,2,2,0,2,"R Programming, C Programming, Data Analytics, Data Science, Deep Learning, Java, JavaScript, Machine Learning, Python, Data Structures, MS-Excel",753
683,3,0,0,0,"C Programming, Python, SQL, Java",754
684,2,2,0,0,"Data Analytics, Data Science, Data Structures, Java, Machine Learning, MySQL, Python, Power BI",755
685,2,2,2,0,"CSS, Flutter, HTML, Machine Learning, Natural Language Processing (NLP), Python, ReactJS",756
686,3,2,1,0,"JavaScript, Python, Data Science, Machine Learning, OpenCV, PHP, ReactJS, Natural Language Processing (NLP)",757
687,2,1,0,0,"Python, Sales, Data Analytics, Machine Learning, Power BI",758
688,3,2,1,2,"Effective Communication, MS-Excel, MS-Office, Python, Adobe Audition, Adobe Dreamweaver, Adobe Illustrator, Business Analysis, Business Research, Data Analytics, Deep Learning, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Enterprise Resource Planning(ERP), Financial literacy, Google AdWords, Google Analytics, Google Cloud Computing, Google Workspace, HTML, Machine Learning, MySQL, Product Management, Project Management, R Programming, Research and Analytics, SQLite, Statistical Modeling, CSS, Data Science, Linux, Natural Language Processing (NLP), SQL",759
689,2,0,0,0,"English Proficiency (Written), MS-Excel, Blogging, Copywriting, Database Management System (DBMS), English Proficiency (Spoken), Linux, Python, SQL",760
690,2,3,1,2,"Computer Vision, Data Analytics, Data Science, Machine Learning, Power BI, SQL, Algorithms, Deep Learning, MS-Excel, Python, Natural Language Processing (NLP)",761
691,2,2,2,2,"Business Analysis, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, Research and Analytics, SQL",762
692,2,2,2,2,"Business Analysis, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Mathematics, Natural Language Processing (NLP), Python, Research and Analytics, SQL, Statistics, Time Management, Artificial Intelligence, Database Management System (DBMS), Power BI, Tableau",763
693,2,1,0,1,"Java, MS-Excel, Python, Deep Learning, Machine Learning",764
694,1,0,0,0,"C Programming, C++ Programming, CSS, HTML, Java, JavaScript, Canva, Python",765
695,3,3,3,0,"C Programming, Data Analytics, Machine Learning, Natural Language Processing (NLP), Python, CSS, HTML, SQL",766
696,2,2,2,2,"C Programming, CSS, English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, MS-Word, Tamil Proficiency (Spoken), Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, HTML, Java, JavaFX, JavaScript, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, Power BI, Python, ReactJS, Research and Analytics, SQL, Tamil Proficiency (Written), Teaching, Computer Vision",767
697,3,3,3,3,"Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, Mathematics, Natural Language Processing (NLP), Python, Statistics, Algorithms, Artificial Intelligence, C Programming, Data Structures, MATLAB, MS-Excel, MongoDB, OpenCV, PostgreSQL, SQL, Tableau",768
698,2,1,0,1,"Python, Artificial Intelligence, Deep Learning, Machine Learning, R Programming, SQL",769
699,2,2,0,2,"Data Analytics, Deep Learning, MATLAB, MS-Excel, Machine Learning, Python, SQL, Statistics",770
700,1,0,0,0,"EViews, Python, Tableau",771
701,1,1,0,0,"Database Management System (DBMS), HTML, CSS, Machine Learning, Python",772
702,2,2,1,1,"English Proficiency (Written), Data Analytics, Data Science, English Proficiency (Spoken), MS-Excel, Machine Learning, Python, Research and Analytics, SQL, Deep Learning, Natural Language Processing (NLP), PostgreSQL",773
703,2,0,0,0,"Adobe Photoshop, Bootstrap, C++ Programming, CMS, CSS, Data Structures, Git, GitHub, HTML, MySQL, Python, JavaScript, PHP, Ruby on Rails, WordPress",774
704,3,2,2,2,"Data Analytics, Python, Data Science, Deep Learning, MS-Excel, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Statistics, SQL",775
705,2,2,0,2,"Bengali Proficiency (Spoken), Bodo Proficiency(Written), Dogri Proficiency(Written), English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word, Amazon Web Services (AWS), Bengali Proficiency (Written), Business Analysis, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, GitHub, Machine Learning, Neural Networks, PostgreSQL, Power BI, Python, SQL, Statistics, Tableau",776
706,2,2,0,2,"MS-Office, VS Code, Bioinformatics, Business Analysis, C Programming, C++ Programming, CSS, Data Analytics, Data Science, Deep Learning, Git, GitHub, Google Analytics, HTML, JavaScript, Machine Learning, Python, SQL",778
707,2,1,0,0,"Java, Data Analytics, Data Science, Python, SQL, GitHub, Machine Learning",779
708,2,2,0,0,"Machine Learning, MySQL, Python, Data Science, Django",780
709,2,2,2,2,"Amazon Web Server (AWS), Data Analytics, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), OpenCV, Power BI, Python, Tableau",781
710,1,2,0,0,"Bengali Proficiency (Spoken), Bengali Proficiency (Written), English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Adobe Photoshop, C Programming, MS-Excel, MS-Office, Machine Learning, Physics, Video Editing, C++ Programming, Data Analytics, Ethical Hacking, Python, Social Media Marketing",782
711,0,3,2,0,"Express.js, Image Processing, Internet of Things (IoT), Machine Learning, Node.js, Blockchain, Natural Language Processing (NLP), Next.js, ReactJS, Solidity, web3.js",783
712,3,2,0,0,"Data Science, English Proficiency (Spoken), English Proficiency (Written), Python, Data Analytics, MS-Excel, Machine Learning, SQL, Statistics",784
713,3,2,2,2,"Data Structures, Java, Python, C Programming, Computer Vision, Data Analytics, Data Science, Deep Learning, Flask, Machine Learning, Natural Language Processing (NLP), Power BI, SQL, Statistics, Django, MS-Excel",785
